,Ticker,Momentum
1360,TAST,0.08724831838896886
1359,ADV,0.08724831838896886
484,SITM,0.08677315027240856
1550,NN,0.08634021347064932
177,ESGR,0.08616251470150957
777,SGH,0.08555399606938148
778,SP,0.08555399606938148
163,IRT,0.08495158369780513
1170,IE,0.08467743408543499
837,VSEC,0.08452765391567527
64,EXLS,0.08353387048571757
309,LXP,0.08337844967640794
723,ADMA,0.08317581481916153
56,TRNO,0.08303780726423286
697,NOVA,0.08269236941309596
636,CXM,0.08260872224328253
443,STEP,0.0814210875887837
497,TALO,0.08070500065952153
1591,QUAD,0.0800781901198221
404,CRVL,0.08006681219797657
245,WHD,0.07906388310924768
574,SNDX,0.07886601632631472
218,SBRA,0.07848632443103672
273,SEM,0.07820892333984375
244,AX,0.07818148438673499
1747,WLFC,0.07724568391999556
1164,USLM,0.07645193764958663
1165,AMNB,0.07645193764958663
998,YEXT,0.07627121811795395
232,PSN,0.0760707619364044
1697,PDSB,0.07586199412306444
521,BRP,0.07583357158776505
1502,PSTX,0.07581228866172467
26,QLYS,0.07519245137107768
1415,ARTNA,0.07500001918310449
1817,LLAP,0.07490637010689398
266,RRR,0.07468196856591001
1006,CDRE,0.07444161247623653
842,OCFC,0.07417777623837346
979,DCOM,0.07393211196867519
305,UNF,0.07368016315407222
33,TENB,0.07356547547331059
483,B,0.07329287521565159
890,ATSG,0.0728682606088878
6,PCVX,0.07281752342769084
111,CVLT,0.07184235600877983
1243,AXGN,0.07102272765757131
1837,SKYX,0.06976744347227268
43,BPMC,0.0697184342746135
1428,SFST,0.06937073472040531
688,LMAT,0.06916052436173824
1097,LWLG,0.06884060068006309
1078,LTH,0.06882827059570361
1703,XOMA,0.06880732485520297
1412,FISI,0.06867235778234877
96,GKOS,0.06853279766003334
944,AORT,0.06849897950797824
1382,PFIS,0.06804122272061265
853,PRM,0.06802721176701775
666,ICHR,0.06798941128825457
540,AKR,0.0679540302539222
780,GABC,0.06792452513315753
1457,ENTA,0.0677831247253148
1108,DMRC,0.06775620409448058
344,AROC,0.06730251690156434
1746,TGAN,0.06694553991181705
1357,DOMO,0.06617644068279152
22,ENSG,0.06600649019846923
854,CDE,0.06598990751133921
1524,OBT,0.06568074136211242
319,RYTM,0.0655241545898364
436,MIR,0.06547617583408186
190,MC,0.06529716330521546
280,KLIC,0.06523872768573427
1347,MCS,0.0651171128873385
506,TFIN,0.06495546156138016
595,GEO,0.06460872927589763
877,IESC,0.06457762263047276
1090,HTLD,0.06445822564203442
797,DAWN,0.06444098729280814
1431,PHAT,0.06404957293519666
1395,BMRC,0.06382978993230624
358,JBLU,0.06375234900937728
68,SPXC,0.06366014859092499
1626,ITIC,0.06363440679497037
534,TTMI,0.0634067848723993
1004,IMAX,0.06301723248813264
1005,MSFUT,0.06301723248813264
850,UMH,0.06286830751105625
352,CALM,0.06237218521434269
605,ZETA,0.06227109340803744
1666,EVBN,0.0618516581072903
1609,AFCG,0.06183044251970589
14,CYTK,0.06178270117931646
240,BRZE,0.06171833967111044
1768,DSP,0.06170212204718578
126,KAI,0.06147629905437198
840,SPNS,0.061236762770949936
628,SYBT,0.060800666276681965
225,VRRM,0.06074586350643714
1386,ORRF,0.060344787639304835
649,CHEF,0.05898803932910991
120,COKE,0.058456620325626346
186,ARCB,0.05830212837864999
767,DYN,0.05813605973316362
1458,WSBF,0.05795918678750797
249,BNL,0.057517569649464355
1429,MCBC,0.05728788716739571
430,TGH,0.057215883061154264
429,IMVT,0.057215883061154264
1052,KNTK,0.057085695352764476
519,JBGS,0.05692729273314557
480,STR,0.056888919406467016
1776,GAMB,0.05657892549136972
159,CSWI,0.05640802147196896
1361,ACNB,0.056365394357448736
1813,INNV,0.05590061805204811
627,FBK,0.055786905476817056
1056,FCBC,0.05539190171433221
1129,SBGI,0.05520503094778378
52,SFM,0.05484531895394389
603,DRS,0.05455291097164395
355,ACLX,0.05434360941244969
241,ACAD,0.05424829801860762
95,AEL,0.05412113744372301
94,HLNE,0.05412113744372301
172,PBH,0.053833067487247276
1942,ELA,0.053533189703584956
1219,FC,0.05352191435592393
301,WSFS,0.05323276198285121
362,AIR,0.053145761298336536
1240,KRNY,0.05311354575584366
810,ACMR,0.0523077157827524
1,ONTO,0.052149038022198946
235,SPT,0.051974476971644194
294,BGC,0.05193240568154948
1420,WTI,0.0518868582322566
759,SASR,0.05183207320196377
1871,BBAI,0.05147053860772492
910,CFFN,0.05118114818634797
125,KNF,0.051024910913511176
668,BUSE,0.05089291591121326
1201,EGY,0.050335602150119535
1427,HBCP,0.04972373478244055
399,SDRL,0.04947280295634399
1623,MBCN,0.049329536783740545
1751,STRS,0.048953978868970974
1413,FMAO,0.04893677449177252
508,AGM,0.0488132469851282
557,NBTB,0.04861111111111111
468,THS,0.048599685523128884
1168,MCBS,0.04855968486518027
1422,BSRR,0.048410744947858034
985,LAZR,0.048275814441950095
570,ATRC,0.04827281471527078
1444,GNTY,0.04808459171635549
372,NHI,0.04775760230810447
1147,PETQ,0.04750916811799942
121,MATX,0.0473779050686926
1521,ASUR,0.047182129918437725
325,MWA,0.04710555528793981
1303,TRTX,0.046969313836742174
673,LADR,0.046965302087439785
29,CHX,0.046879697282097205
1783,CDZI,0.04682277741058127
1665,LVWR,0.046376766724838495
348,SKYW,0.04621466912505954
597,NSSC,0.04588952022713279
1180,ALX,0.04556777577643705
750,PDFS,0.04541529102553841
818,NABL,0.04474432655217608
1792,TRVI,0.04453436996829419
662,PAR,0.04445468534691193
1221,PNTG,0.044415138040793944
1020,IBRX,0.04433497112668866
389,ABR,0.043909340692925444
73,BCPC,0.04342451144944806
133,MGY,0.043103415876531596
1790,SBT,0.04294479424963625
1146,CMRE,0.04266314688723359
505,VSTO,0.0425112134592656
1671,WISH,0.04241879695533447
1404,FRBA,0.04240882117199051
1174,IBCP,0.042075192234722315
175,BXMT,0.04192664718888858
624,MORF,0.041884839954660524
1785,DHX,0.04186042333822812
707,STBA,0.04169336832382106
1663,CHMG,0.041650552230613966
1316,KGS,0.04158644406088562
1023,OSBC,0.04154727235824871
647,CASH,0.04148292981484895
733,HRMY,0.0412844105499126
1508,NUVB,0.041237072858995076
1796,RELL,0.04118173992883216
315,PJT,0.04112169835913091
903,AUPH,0.040816377083187916
1696,BFLY,0.040084374523139274
1864,OTLK,0.03977275729056248
1238,CSTR,0.03976863295509538
1237,HTBI,0.03976863295509538
1336,BWMN,0.03972866855972256
1277,AVXL,0.03970219332065948
1301,SMBK,0.03906595931754776
1199,HONE,0.038872655006136785
1242,SMBC,0.03876717210871107
738,PFS,0.038714441409111316
223,NARI,0.0386014524066785
1016,UVSP,0.038317743431835416
1014,MBWM,0.038242363104937796
984,EGBN,0.03812824192806397
5,LNW,0.03804941742122194
1446,ARIS,0.03753347607766795
1498,ORGO,0.037313396321503885
710,NBHC,0.03725860524419716
1782,PBFS,0.03707423408864088
1578,NECB,0.03700400451257308
450,PRK,0.03697160345847908
38,PR,0.03682168680102386
284,CDP,0.0368128094515266
699,INTA,0.03623396534687571
1875,CARM,0.03603600120498037
182,ARWR,0.0356419255460413
1314,TPB,0.03543404901479426
1218,ANAB,0.035131750646113354
466,ATGE,0.034986357263412454
1492,LOCO,0.034938610030960646
503,PRKS,0.03486806739763938
1773,ALTI,0.03478267990573966
400,FIBK,0.034732817592102005
641,FCF,0.03471698401109228
1105,CATC,0.034556606781365004
1317,OIS,0.03448272622135791
1884,GOCO,0.03437807756428695
476,NEO,0.03427264320966824
296,FBP,0.03410405656689138
1512,CLMB,0.033949518385980246
1592,PKOH,0.03388391428968432
544,TRMK,0.033802852278734294
132,VAL,0.033512373816160075
485,ENVA,0.03345724116299406
118,PECO,0.03343584980759974
248,HCC,0.03325106467548376
1620,LBC,0.03312098792399252
1619,RMAX,0.03312098792399252
601,NWBI,0.033088203390680304
452,OUT,0.03304597957081642
1637,HPK,0.03293618067817135
287,URBN,0.032897934333133434
1455,NMRA,0.032225547330288234
954,MBIN,0.03212758615779564
639,HWKN,0.032118016420159635
191,OGS,0.03181144492210774
1647,SPRY,0.03174611069542539
930,RWT,0.03167442280481562
403,EBC,0.03165027190137786
1397,FBIZ,0.031606727800068325
971,NYMT,0.031523612458159836
67,NE,0.0314038015019913
222,ABCB,0.03108519251844558
1414,HBT,0.03105263960988898
1690,ATOM,0.03092780464424631
1047,CBL,0.030645468788262138
1437,HIFS,0.030603974250039807
1579,NXDT,0.030476161411830356
1580,CRDA,0.030476161411830356
831,BRSP,0.030357749787153852
1186,AMAL,0.030327224464418243
379,GVA,0.030216964231249168
1321,NBN,0.03006190602784911
1345,RBB,0.029612783233405715
861,BHLB,0.02949767236024886
428,CPE,0.029384841589115238
427,UE,0.029384841589115238
342,NMIH,0.029376172236698382
1273,MOFG,0.029298780945861712
1071,BY,0.029229399895577306
587,BANR,0.028664488961856423
730,MFA,0.028400689949297717
224,MQ,0.028142607413610167
281,IBOC,0.02783334082809949
1872,SST,0.027777750183035924
566,EFSC,0.026883975211663875
902,IAS,0.026824035213095055
1028,CRNC,0.026578047827083954
807,TGI,0.026472573215964697
290,ABM,0.02627303806253138
1113,HTBK,0.026217232477693427
1293,TPC,0.026213543600924157
727,COLL,0.026147948943392132
967,TMP,0.025942395193515117
714,TCBK,0.025815238658557532
577,COHU,0.025695937224713684
1025,SWI,0.025641042361154186
445,CNS,0.02559731313380962
1558,UNTY,0.025349983676040265
843,PGRE,0.02529877110084804
632,LOB,0.025130238062587455
1181,MCB,0.024801587489306644
1259,WEAV,0.024719132186338113
789,WS,0.024706390061021957
1185,RBCAA,0.024525065612311946
233,IDCC,0.024510614922706116
619,FBNC,0.02445871044215011
207,BL,0.024395450589068893
663,LGND,0.024280683905683016
1366,APPS,0.02424247372139546
1470,ONTF,0.024179597134365134
374,SFNC,0.02417898839996086
1142,GSBC,0.024080847749779463
1737,NGVC,0.02394367357508963
528,WAFD,0.023853197010285265
512,RNST,0.023791536848220694
312,IIPR,0.0236938731506882
1200,ATXS,0.02367531463995461
87,MMSI,0.023575888921271514
388,CBU,0.023522260174839344
838,SRCE,0.023492500102312745
824,EFC,0.023447716120349946
383,JJSF,0.023392763509293427
195,ALRM,0.02335930738239997
375,AUB,0.023351207278235215
1089,AGX,0.023286095235236726
1799,MOND,0.023148125152529935
1393,IRMD,0.023147015505580276
398,ENR,0.023012546736026412
1295,HLVX,0.02254548506303267
226,KFY,0.02253985127740766
1664,OB,0.021881816384311952
378,PPBI,0.021850270030374815
1162,FPI,0.021665261179068408
1573,PACK,0.021630554517956528
1525,ME,0.021479721582294206
1526,AGTI,0.021479721582294206
370,PFSI,0.021419923241063177
1442,NRIM,0.02138248566658266
510,LZB,0.021252478904584145
795,PLYM,0.021028726591658192
477,ACVA,0.02093949279206802
1048,HBNC,0.02088539403788215
751,FBRT,0.02062151409301354
435,HURN,0.0204951470559404
1553,FIHL,0.020468860852032804
572,NTB,0.020322783137532722
591,PHR,0.02025314524203916
1767,EGAN,0.020236149387859274
238,WD,0.020147946972476943
70,ONB,0.020024267771385742
1519,EE,0.01995430193001053
731,AIV,0.01985109666032974
1160,EBF,0.019835453184784302
743,EIG,0.019830706773481883
1765,MLP,0.019636100155173048
695,UVV,0.019541166804680703
1269,NEXT,0.019505864011872192
1229,CVLG,0.019275574349913678
1451,BWB,0.019090912558815697
360,VCEL,0.01899146268945559
246,SLG,0.018946085311518805
1731,RNGR,0.01890543052511205
140,JXN,0.018904306528369726
675,HOPE,0.018664005372052882
782,ROVR,0.01853562733799688
781,HPP,0.01853562733799688
247,NOG,0.018533247181710084
214,PGNY,0.018259943548490632
856,PDM,0.0182584433329257
1110,EQBK,0.01825814847442257
1112,WASH,0.018097553743781213
438,TOWN,0.018093220962705076
502,WSBC,0.018024839080435895
1256,CPF,0.017725289011220488
592,CHCO,0.01771979078032491
773,QCRH,0.0176382856989621
569,RC,0.017468934115025026
250,CERE,0.017387004275284713
713,DEA,0.01726974019589851
969,DRQ,0.017152724318760817
168,IRTC,0.01696477964226443
1191,TRST,0.016819049999456038
1268,HAFC,0.016752530124923958
1241,NTGR,0.01673638553447659
394,FCPT,0.01668749951050649
1313,LQDT,0.016477842099230647
811,OBK,0.015899288961417415
507,UPWK,0.01582868528089794
1855,VERI,0.015810261780775717
1531,SIGA,0.0157480167140813
532,CWK,0.0156097412109375
802,LC,0.015606256378341038
1290,AROW,0.0155999755859375
678,SCS,0.015590590811793646
726,WINA,0.015561391196841226
1707,ESSA,0.015550932427726325
1433,ZUMZ,0.015544101361056367
263,TCBI,0.01523189089508871
1700,SEAT,0.015209110308928821
1581,BCBP,0.015166796089299012
57,CWST,0.015134228941621806
1729,SNPO,0.015108578385903992
820,ARR,0.015014120497800177
17,ITCI,0.014733690180485535
1009,BLX,0.014695840800142523
547,ARI,0.014679763911356294
829,ACT,0.014651968586356177
1720,LE,0.014537149081408034
1808,BSVN,0.01451493072918745
596,ADUS,0.014301746071111584
1452,SPOK,0.014237290721828654
801,AMPL,0.014167636573307546
41,MLI,0.013961027544408929
874,BJRI,0.013954785778621939
1161,ATRO,0.01395351175404804
339,CEIX,0.013922346454608617
689,WNC,0.01386751906645215
679,TWO,0.013738039025520583
1308,SHBI,0.013736228707168714
187,BHVN,0.013686375368020103
832,HIBB,0.013483711246878803
413,FRME,0.013458538181775634
914,PFC,0.01343670407008476
1594,TTSH,0.013432858977612708
1460,CIVB,0.013408580053656126
886,CNOB,0.013363123090261775
722,NWLI,0.013346349512131607
1436,FLIC,0.013278867716799446
12,FN,0.013208564533707091
16,SPSC,0.013194273456876265
1600,NRDY,0.012987000923330156
58,CIVI,0.012970906280182637
799,MMI,0.012907377266361332
1039,AMTB,0.012855774585377186
93,GATX,0.012783122141997245
1636,GRNT,0.012678276455073136
23,SSB,0.01261240382131022
724,BCRX,0.01242234829118668
1091,FMNB,0.012402778145320962
908,DOLE,0.012386505074909899
1107,VTS,0.012188368222933576
130,EPRT,0.012072883653923542
1510,PSTL,0.012002989371932843
157,UMBF,0.011915555899184844
474,SNEX,0.01186619754534325
90,HOMB,0.01161791998376948
1206,YORW,0.01142384726546132
461,BKU,0.011295435781362235
1847,OBIO,0.011264099520154993
482,CLDX,0.011107928876920983
1535,LILA,0.011098715344629946
526,AMEH,0.011083503474644818
525,IBTX,0.011083503474644818
1329,PX,0.011070129313777967
1296,PL,0.010989000192372348
1793,BLUE,0.010989000192372348
141,LANC,0.010802657651912424
652,LTC,0.010611677748254672
640,ALEX,0.010485578214263548
1192,PGC,0.010362752022930589
259,FOXF,0.010322891133413364
421,BANF,0.010313319434149476
366,CVBF,0.010278002390297478
611,HTLF,0.01024921089171147
285,DOC,0.010240596444401473
1244,LAND,0.010193076480565973
1485,RRBI,0.010065047501053286
945,AMK,0.009953166103823866
1207,VITL,0.009869183111948976
412,SBCF,0.00972071756295607
1701,VABK,0.009616349117848134
813,HCSG,0.00943390794308112
1030,MTTR,0.00938966190232495
575,HLIT,0.009385636021417312
1233,VVX,0.009361672908701796
1695,NATH,0.009280839234077446
803,CMTG,0.009224383487922063
1935,ARL,0.00921979838649132
18,CHRD,0.009168809386607787
1670,RMNI,0.00907435786220497
1373,MPB,0.009026153964086753
11,AIT,0.008947635192379316
744,NIC,0.008826183320955968
338,PRFT,0.008624166521278773
792,VBTX,0.008453509255809684
793,LGFB,0.008453509255809684
4,SSD,0.008403900205330796
424,AMBA,0.00833621964175502
913,NBR,0.008329578025165993
9,BRBR,0.0083180834290974
341,RAMP,0.008267037050109838
881,TTGT,0.00809585514230285
1585,REPX,0.008040910396444077
1538,OOMA,0.007909569695701398
373,SHO,0.007813336694274807
107,GBCI,0.007739048560948171
953,CTBI,0.007645146081473271
633,GOGL,0.007396478190659677
894,VRDN,0.0073589661452623046
745,PEBO,0.007327320060689092
1824,EEX,0.0072595209058901764
1258,CDNA,0.007133570436640588
1355,OSG,0.0071173741127322195
932,FMBH,0.006962003503123374
712,EVBG,0.006904536537854782
318,YELP,0.006902263709949893
541,OFG,0.00680276158967928
1480,REFI,0.006752360547080034
749,SPHR,0.006724045130392261
234,SR,0.006700789020252674
990,DX,0.006646071317773911
830,LILAK,0.006629775102525256
736,SCHL,0.006352798129377387
721,MRTN,0.0062193564095818915
426,IRWD,0.006201544656725289
481,ODP,0.006160207497603575
586,DDS,0.006070894110975262
737,AAT,0.00600189607714917
800,MSEX,0.005965691619414392
189,AXNX,0.0059586107886894025
1456,SLDP,0.005952446419502754
1036,VTOL,0.005840837643288618
447,SJW,0.005740766172055845
1272,FFIC,0.005683420331605941
1489,BCML,0.005646828065001586
746,AKRO,0.0056259184089368
486,VCYT,0.005604896781346932
1008,PCT,0.0055146567381691575
193,SFBS,0.005430332081116077
54,ALKS,0.005380838946038296
1349,TARO,0.005146227384868421
776,WT,0.005091669275836806
1053,COCO,0.004976939252537645
847,SBSI,0.004948578549726764
533,CMPR,0.004885811779781403
1812,OPTN,0.004807687899064574
872,BRKL,0.004767575711109669
1281,ALEC,0.004576654794112185
183,WIRE,0.004470658809548941
448,EPC,0.004356693156098838
1607,HRT,0.004195766793154113
1520,CBAN,0.004180617941085733
1177,CCNE,0.00415800024208656
359,FULT,0.003972504245922819
606,MGPI,0.003958516340036043
1409,FRST,0.003872213179908399
1821,KFS,0.0037499666213989258
939,COGT,0.003567150239654618
1086,SBOW,0.003413793255439249
790,MODN,0.003344494406205683
1645,PCYO,0.0032608406079508035
1682,BHR,0.0032537827227713005
434,FFBC,0.003236320152051758
1675,OVLY,0.002991439998519767
1179,ATRI,0.0029881951498535488
602,ATEC,0.002923950516759478
205,VC,0.002884503164349381
1126,CLBK,0.0027777752022683675
32,MUR,0.0027486409068799237
626,PWSC,0.0026821396375253308
585,CNNE,0.0023939476803257254
77,HALO,0.002332868386192427
1065,GMRE,0.002075254522364414
334,QTWO,0.0
1153,BRY,0.0
1603,PCB,0.0
814,INVA,0.0
1479,TCBX,0.0
112,FFIN,0.0
28,FLR,0.0
489,EPAC,0.0
200,STNG,0.0
1546,TSBK,0.0
1069,PFBC,0.0
841,MDRX,0.0
357,PGTI,0.0
860,CSR,0.0
1106,STGW,0.0
381,MLKN,0.0
504,JOBY,0.0
878,FBMS,0.0
1117,UIS,0.0
1501,SENEA,0.0
236,CNO,0.0
1109,KREF,0.0
356,AI,0.0
1073,FUBO,0.0
530,ROIC,0.0
898,AHH,0.0
127,HP,0.0
1763,AKYA,0.0
1375,CNSL,0.0
704,PMT,0.0
142,RDN,0.0
1354,OLP,0.0
81,BMI,0.0
681,SAGE,0.0
1341,SPFI,0.0
956,HAYN,0.0
667,ELME,0.0
371,CTRE,0.0
607,BORR,0.0
1754,MEC,0.0
573,NMRK,0.0
1728,PRTS,0.0
1465,FNLC,0.0
895,SLCA,0.0
1257,ORC,0.0
1379,FSBC,0.0
1254,SRDX,0.0
1583,RLGT,0.0
682,SOVO,0.0
691,NNI,0.0
964,NXRT,0.0
1471,PKE,-0.0021689949022464052
1178,OFIX,-0.002215637596433624
517,VRTS,-0.002342503935850669
135,HWC,-0.002394357835055441
1102,BFST,-0.0024272399749155882
337,PDCO,-0.0025157008378498577
763,AMSF,-0.0025706216087415805
282,SITC,-0.0026589242675265482
924,BBSI,-0.002682655784784998
279,AWR,-0.0028822273224469435
960,AMRX,-0.0029895337452094436
1215,BFS,-0.0029922959922950585
819,SXC,-0.0030272183080835785
1657,PDLB,-0.0033039353770111975
392,TRN,-0.003374906410848057
1364,ENFN,-0.003409060491018718
542,SQSP,-0.0034175828951371083
739,SAFE,-0.0034221880288401734
220,TDW,-0.003494301382080456
143,BCO,-0.0035057026175160017
75,KRG,-0.003592273105596882
1394,WTBA,-0.0035992480904488288
608,MGNI,-0.0036818991911465315
291,BOOT,-0.003807228018599362
21,MTDR,-0.003936326220007816
955,WWW,-0.004066548121563946
237,DIOD,-0.004095604802154437
82,UBSI,-0.004209856213848394
498,BATRK,-0.004464293316919034
1807,SNFCA,-0.004511742965134979
646,KFRC,-0.004547886039354473
634,LNN,-0.0048119250837531284
677,STEL,-0.004824746966601696
1022,BBUC,-0.005017580528774837
1216,KALV,-0.005063326386936159
48,DUOL,-0.0052035534975014425
1589,PKBK,-0.00521826593705222
709,WABC,-0.005222477659874826
286,CWT,-0.005282448796874583
742,VTLE,-0.00537156841601442
1555,FSBW,-0.005663148465860619
986,VERV,-0.005681857692471292
1638,WOW,-0.005769179629149057
644,ESRT,-0.00593467369953411
511,CSGS,-0.006148085600587393
1312,BHRB,-0.006197050981329101
1761,PTSI,-0.006203497286820375
289,LIVN,-0.006249962521321304
1772,KLXE,-0.006342539045956718
124,EXPO,-0.006430535593787424
425,HNI,-0.00648481457091481
307,CATY,-0.006573483286850306
1769,USCB,-0.006627997160626255
310,PAGS,-0.006627997160626255
55,NSIT,-0.006667040191906684
1830,EXFY,-0.006756750225933819
1906,TCI,-0.00699303357593785
948,BSIG,-0.0070991135505142616
460,ROAD,-0.007536761689557421
106,POR,-0.0075445560617905865
1655,SSBK,-0.007633616683796404
1037,WTTR,-0.007699703663385103
1515,BLFY,-0.0077692171720646465
151,VLY,-0.00782943644637789
535,GNL,-0.00787400835704065
420,DNLI,-0.007977479143800039
1280,CCBG,-0.008047524536710713
1895,PNRG,-0.00812240869531946
869,CRGY,-0.008149990035774832
1045,KNSA,-0.00819671330225163
1400,TRC,-0.008235258214613971
333,NTLA,-0.008278890097661234
171,APLE,-0.008360530564959842
332,PATK,-0.008420431528495934
1635,COFS,-0.008536523855517104
188,CBZ,-0.008559574941585692
299,KTOS,-0.008653769443723584
977,ETWO,-0.008658000615553437
1587,PINE,-0.008679583618876219
537,PTGX,-0.008818319606814829
2,FIX,-0.008884344051153235
499,IVT,-0.008946575511928895
582,MSGE,-0.00920597555454957
165,BKH,-0.009221689205884455
879,GRC,-0.009279480301627618
59,MMS,-0.009289398818436096
320,GH,-0.009303943952607316
